Country,Code,Product,Amount
KYRGHYZSTAN,KGZ,S2 - CARPET(EXCL. SILK) HANDMADE,1
LUXEMBOURG,LUX,S2 - CARPET(EXCL. SILK) HANDMADE,0
MONACO,MCO,S2 - CARPET(EXCL. SILK) HANDMADE,0
SWEDEN,SWE,S2 - CARPET(EXCL. SILK) HANDMADE,44
KYRGHYZSTAN,KGZ,S3 - SILK CARPET,1
BANGLADESH PR,BGD,S4 - COTTON RAW INCLD. WASTE,1492
TAIWAN,TWN,S4 - COTTON RAW INCLD. WASTE,46
VIETNAM SOC REP,VNM,S4 - COTTON RAW INCLD. WASTE,324
ANTIGUA,ATG,S6 - PETROLEUM PRODUCTS,0
ARGENTINA,ARG,S6 - PETROLEUM PRODUCTS,436
AUSTRALIA,AUS,S6 - PETROLEUM PRODUCTS,4065
BAHARAIN IS,BHR,S6 - PETROLEUM PRODUCTS,248
BANGLADESH PR,BGD,S6 - PETROLEUM PRODUCTS,1056
BELGIUM,BEL,S6 - PETROLEUM PRODUCTS,1527
BHUTAN,BTN,S6 - PETROLEUM PRODUCTS,114
BRAZIL,BRA,S6 - PETROLEUM PRODUCTS,1095
CAMEROON,CMR,S6 - PETROLEUM PRODUCTS,6
CHINA P RP,CHN,S6 - PETROLEUM PRODUCTS,1756
COTE D' IVOIRE,CIV,S6 - PETROLEUM PRODUCTS,12
CYPRUS,CYP,S6 - PETROLEUM PRODUCTS,31
FRANCE,FRA,S6 - PETROLEUM PRODUCTS,438
GEORGIA,GEO,S6 - PETROLEUM PRODUCTS,2
GIBRALTAR,GIB,S6 - PETROLEUM PRODUCTS,350
HONG KONG,HKG,S6 - PETROLEUM PRODUCTS,75
INDONESIA,IDN,S6 - PETROLEUM PRODUCTS,1940
IRAQ,IRQ,S6 - PETROLEUM PRODUCTS,530
ISRAEL,ISR,S6 - PETROLEUM PRODUCTS,1435
ITALY,ITA,S6 - PETROLEUM PRODUCTS,267
JAPAN,JPN,S6 - PETROLEUM PRODUCTS,810
JORDAN,JOR,S6 - PETROLEUM PRODUCTS,201
KENYA,KEN,S6 - PETROLEUM PRODUCTS,457
KOREA RP,KOR,S6 - PETROLEUM PRODUCTS,1961
MADAGASCAR,MDG,S6 - PETROLEUM PRODUCTS,8
MALAYSIA,MYS,S6 - PETROLEUM PRODUCTS,1906
MALDIVES,MDV,S6 - PETROLEUM PRODUCTS,387
MALTA,MLT,S6 - PETROLEUM PRODUCTS,302
MARSHALL ISLAND,MHL,S6 - PETROLEUM PRODUCTS,0
MAURITIUS,MUS,S6 - PETROLEUM PRODUCTS,289
MOZAMBIQUE,MOZ,S6 - PETROLEUM PRODUCTS,1273
MYANMAR,MMR,S6 - PETROLEUM PRODUCTS,21
NAMIBIA,NAM,S6 - PETROLEUM PRODUCTS,53
NEPAL,NPL,S6 - PETROLEUM PRODUCTS,2035
NETHERLAND,NLD,S6 - PETROLEUM PRODUCTS,4347
NIGERIA,NGA,S6 - PETROLEUM PRODUCTS,1176
OMAN,OMN,S6 - PETROLEUM PRODUCTS,676
PAKISTAN IR,PAK,S6 - PETROLEUM PRODUCTS,6
PANAMA REPUBLIC,PAN,S6 - PETROLEUM PRODUCTS,109
QATAR,QAT,S6 - PETROLEUM PRODUCTS,148
SAUDI ARAB,SAU,S6 - PETROLEUM PRODUCTS,2323
SENEGAL,SEN,S6 - PETROLEUM PRODUCTS,59
SINGAPORE,SGP,S6 - PETROLEUM PRODUCTS,5615
SOUTH AFRICA,ZAF,S6 - PETROLEUM PRODUCTS,1260
SPAIN,ESP,S6 - PETROLEUM PRODUCTS,134
SRI LANKA DSR,LKA,S6 - PETROLEUM PRODUCTS,1005
TAIWAN,TWN,S6 - PETROLEUM PRODUCTS,572
TANZANIA REP,TZA,S6 - PETROLEUM PRODUCTS,524
TOGO,TGO,S6 - PETROLEUM PRODUCTS,1817
TURKEY,TUR,S6 - PETROLEUM PRODUCTS,1755
U ARAB EMTS,ARE,S6 - PETROLEUM PRODUCTS,4914
UNITED STATES OF AMERICA,USA,S6 - PETROLEUM PRODUCTS,4492
VENEZUELA,VEN,S6 - PETROLEUM PRODUCTS,142
