Country,Code,Product,Amount
CAYMAN IS,CYM,"J9 - PAPER, PAPER BOARD AND PRODUCT",0
DJIBOUTI,DJI,"J9 - PAPER, PAPER BOARD AND PRODUCT",10
ETHIOPIA,ETH,"J9 - PAPER, PAPER BOARD AND PRODUCT",22
FR GUIANA,GUF,"J9 - PAPER, PAPER BOARD AND PRODUCT",0
GABON,GAB,"J9 - PAPER, PAPER BOARD AND PRODUCT",2
GHANA,GHA,"J9 - PAPER, PAPER BOARD AND PRODUCT",31
GREECE,GRC,"J9 - PAPER, PAPER BOARD AND PRODUCT",24
HAITI,HTI,"J9 - PAPER, PAPER BOARD AND PRODUCT",2
JORDAN,JOR,"J9 - PAPER, PAPER BOARD AND PRODUCT",32
KENYA,KEN,"J9 - PAPER, PAPER BOARD AND PRODUCT",90
MARSHALL ISLAND,MHL,"J9 - PAPER, PAPER BOARD AND PRODUCT",0
MONTENEGRO,MNE,"J9 - PAPER, PAPER BOARD AND PRODUCT",0
MONTSERRAT,MSR,"J9 - PAPER, PAPER BOARD AND PRODUCT",0
NAURU RP,NRU,"J9 - PAPER, PAPER BOARD AND PRODUCT",0
NEW ZEALAND,NZL,"J9 - PAPER, PAPER BOARD AND PRODUCT",14
NICARAGUA,NIC,"J9 - PAPER, PAPER BOARD AND PRODUCT",4
NIGERIA,NGA,"J9 - PAPER, PAPER BOARD AND PRODUCT",116
NORFOLK IS,NFK,"J9 - PAPER, PAPER BOARD AND PRODUCT",0
RWANDA,RWA,"J9 - PAPER, PAPER BOARD AND PRODUCT",4
SAUDI ARAB,SAU,"J9 - PAPER, PAPER BOARD AND PRODUCT",163
SIERRA LEONE,SLE,"J9 - PAPER, PAPER BOARD AND PRODUCT",5
SOUTH SUDAN,SSD,"J9 - PAPER, PAPER BOARD AND PRODUCT",1
ST VINCENT,VCT,"J9 - PAPER, PAPER BOARD AND PRODUCT",0
TAJIKISTAN,TJK,"J9 - PAPER, PAPER BOARD AND PRODUCT",0
VENEZUELA,VEN,"J9 - PAPER, PAPER BOARD AND PRODUCT",3
YEMEN REPUBLC,YEM,"J9 - PAPER, PAPER BOARD AND PRODUCT",15
FR POLYNESIA,PYF,K1 - PLYWOOD AND ALLIED PRODUCTS,0
GUADELOUPE,GLP,K1 - PLYWOOD AND ALLIED PRODUCTS,0
MARTINIQUE,MTQ,K1 - PLYWOOD AND ALLIED PRODUCTS,0
MONTSERRAT,MSR,K1 - PLYWOOD AND ALLIED PRODUCTS,0
N. MARIANA IS.,MNP,K1 - PLYWOOD AND ALLIED PRODUCTS,0
REUNION,REU,K1 - PLYWOOD AND ALLIED PRODUCTS,1
BELARUS,BLR,K4 - OPTICAL ITEMS (INCL.LENS ETC),1
CYPRUS,CYP,K4 - OPTICAL ITEMS (INCL.LENS ETC),2
JAMAICA,JAM,K4 - OPTICAL ITEMS (INCL.LENS ETC),2
KAZAKHSTAN,KAZ,K4 - OPTICAL ITEMS (INCL.LENS ETC),2
LUXEMBOURG,LUX,K4 - OPTICAL ITEMS (INCL.LENS ETC),1
TURKMENISTAN,TKM,K4 - OPTICAL ITEMS (INCL.LENS ETC),3
MYANMAR,MMR,"K5 - HUMAN HAIR, PRODUCTS THEREO",170
PARAGUAY,PRY,"K5 - HUMAN HAIR, PRODUCTS THEREO",5
TUNISIA,TUN,"K5 - HUMAN HAIR, PRODUCTS THEREO",12
CAPE VERDE IS,CPV,K6 - MOULDED AND EXTRUDED GOODS,0
CUBA,CUB,K6 - MOULDED AND EXTRUDED GOODS,1
GAMBIA,GMB,K6 - MOULDED AND EXTRUDED GOODS,3
GUINEA BISSAU,GNB,K6 - MOULDED AND EXTRUDED GOODS,0
MALDIVES,MDV,K6 - MOULDED AND EXTRUDED GOODS,8
MICRONESIA,FSM,K6 - MOULDED AND EXTRUDED GOODS,0
MONTSERRAT,MSR,K6 - MOULDED AND EXTRUDED GOODS,0
NICARAGUA,NIC,K6 - MOULDED AND EXTRUDED GOODS,4
PANAMA REPUBLIC,PAN,K6 - MOULDED AND EXTRUDED GOODS,6
SLOVAK REP,SVK,K6 - MOULDED AND EXTRUDED GOODS,4
ARUBA,ABW,K7 - PACKAGING MATERIALS,0
BARBADOS,BRB,K7 - PACKAGING MATERIALS,0
BELIZE,BLZ,K7 - PACKAGING MATERIALS,0
CONGO P REP,COD,K7 - PACKAGING MATERIALS,5
EQUTL GUINEA,GNQ,K7 - PACKAGING MATERIALS,1
FR GUIANA,GUF,K7 - PACKAGING MATERIALS,0
GABON,GAB,K7 - PACKAGING MATERIALS,2
GAMBIA,GMB,K7 - PACKAGING MATERIALS,3
GUADELOUPE,GLP,K7 - PACKAGING MATERIALS,0
GUINEA,GIN,K7 - PACKAGING MATERIALS,8
HAITI,HTI,K7 - PACKAGING MATERIALS,4
LESOTHO,LSO,K7 - PACKAGING MATERIALS,0
LIBERIA,LBR,K7 - PACKAGING MATERIALS,5
MALI,MLI,K7 - PACKAGING MATERIALS,11
MARSHALL ISLAND,MHL,K7 - PACKAGING MATERIALS,0
MARTINIQUE,MTQ,K7 - PACKAGING MATERIALS,0
MAURITANIA,MRT,K7 - PACKAGING MATERIALS,2
MICRONESIA,FSM,K7 - PACKAGING MATERIALS,0
NORFOLK IS,NFK,K7 - PACKAGING MATERIALS,0
PUERTO RICO,PRI,K7 - PACKAGING MATERIALS,7
SAO TOME,STP,K7 - PACKAGING MATERIALS,0
SIERRA LEONE,SLE,K7 - PACKAGING MATERIALS,6
SOLOMON IS,SLB,K7 - PACKAGING MATERIALS,0
ST LUCIA,LCA,K7 - PACKAGING MATERIALS,0
TIMOR LESTE,TLS,K7 - PACKAGING MATERIALS,0
TRINIDAD,TTO,K7 - PACKAGING MATERIALS,2
VANUATU REP,VUT,K7 - PACKAGING MATERIALS,0
ZIMBABWE,ZWE,K7 - PACKAGING MATERIALS,4
ALGERIA,DZA,K8 - PLASTIC RAW MATERIALS,61
ANGOLA,AGO,K8 - PLASTIC RAW MATERIALS,12
BAHARAIN IS,BHR,K8 - PLASTIC RAW MATERIALS,81
BOLIVIA,BOL,K8 - PLASTIC RAW MATERIALS,1
BULGARIA,BGR,K8 - PLASTIC RAW MATERIALS,8
COTE D' IVOIRE,CIV,K8 - PLASTIC RAW MATERIALS,11
CROATIA,HRV,K8 - PLASTIC RAW MATERIALS,6
DJIBOUTI,DJI,K8 - PLASTIC RAW MATERIALS,11
DOMINIC REP,DMA,K8 - PLASTIC RAW MATERIALS,8
ECUADOR,ECU,K8 - PLASTIC RAW MATERIALS,13
EGYPT A RP,EGY,K8 - PLASTIC RAW MATERIALS,98
EQUTL GUINEA,GNQ,K8 - PLASTIC RAW MATERIALS,0
GEORGIA,GEO,K8 - PLASTIC RAW MATERIALS,5
GHANA,GHA,K8 - PLASTIC RAW MATERIALS,77
GREECE,GRC,K8 - PLASTIC RAW MATERIALS,18
HAITI,HTI,K8 - PLASTIC RAW MATERIALS,15
IRAQ,IRQ,K8 - PLASTIC RAW MATERIALS,29
ISRAEL,ISR,K8 - PLASTIC RAW MATERIALS,104
ITALY,ITA,K8 - PLASTIC RAW MATERIALS,221
KENYA,KEN,K8 - PLASTIC RAW MATERIALS,73
LEBANON,LBN,K8 - PLASTIC RAW MATERIALS,9
LIBYA,LBY,K8 - PLASTIC RAW MATERIALS,5
LUXEMBOURG,LUX,K8 - PLASTIC RAW MATERIALS,0
MONTENEGRO,MNE,K8 - PLASTIC RAW MATERIALS,5
MOROCCO,MAR,K8 - PLASTIC RAW MATERIALS,37
MYANMAR,MMR,K8 - PLASTIC RAW MATERIALS,10
NEPAL,NPL,K8 - PLASTIC RAW MATERIALS,210
NIGERIA,NGA,K8 - PLASTIC RAW MATERIALS,125
PARAGUAY,PRY,K8 - PLASTIC RAW MATERIALS,8
PORTUGAL,PRT,K8 - PLASTIC RAW MATERIALS,56
SERBIA,SRB,K8 - PLASTIC RAW MATERIALS,3
SLOVENIA,SVN,K8 - PLASTIC RAW MATERIALS,11
TRINIDAD,TTO,K8 - PLASTIC RAW MATERIALS,3
TUNISIA,TUN,K8 - PLASTIC RAW MATERIALS,34
TURKEY,TUR,K8 - PLASTIC RAW MATERIALS,220
ANGOLA,AGO,"K9 - PLASTC SHT, FILM, PLTS ETC",20
BOTSWANA,BWA,"K9 - PLASTC SHT, FILM, PLTS ETC",1
CAMEROON,CMR,"K9 - PLASTC SHT, FILM, PLTS ETC",10
GHANA,GHA,"K9 - PLASTC SHT, FILM, PLTS ETC",38
LEBANON,LBN,"K9 - PLASTC SHT, FILM, PLTS ETC",9
MALAWI,MWI,"K9 - PLASTC SHT, FILM, PLTS ETC",4
PAPUA N GNA,PNG,"K9 - PLASTC SHT, FILM, PLTS ETC",1
SAMOA,WSM,"K9 - PLASTC SHT, FILM, PLTS ETC",0
SAN MARINO,SMR,"K9 - PLASTC SHT, FILM, PLTS ETC",0
SIERRA LEONE,SLE,"K9 - PLASTC SHT, FILM, PLTS ETC",4
TRINIDAD,TTO,"K9 - PLASTC SHT, FILM, PLTS ETC",6
UKRAINE,UKR,"K9 - PLASTC SHT, FILM, PLTS ETC",12
ZAMBIA,ZMB,"K9 - PLASTC SHT, FILM, PLTS ETC",14
ZIMBABWE,ZWE,"K9 - PLASTC SHT, FILM, PLTS ETC",3
NORFOLK IS,NFK,"L1 - STATIONRY/OFFCE, SCHOOL SUPPLY",0
BERMUDA,BMU,L2 - OTHER PLASTIC ITEMS,0
GIBRALTAR,GIB,L2 - OTHER PLASTIC ITEMS,0
SAMOA,WSM,L2 - OTHER PLASTIC ITEMS,0
SAN MARINO,SMR,L2 - OTHER PLASTIC ITEMS,0
ST KITT N A,KNA,L2 - OTHER PLASTIC ITEMS,0
ST VINCENT,VCT,L2 - OTHER PLASTIC ITEMS,0
ALBANIA,ALB,L3 - IRON AND STEEL,3
ALGERIA,DZA,L3 - IRON AND STEEL,24
ANTIGUA,ATG,L3 - IRON AND STEEL,1
ARGENTINA,ARG,L3 - IRON AND STEEL,88
BAHARAIN IS,BHR,L3 - IRON AND STEEL,42
BANGLADESH PR,BGD,L3 - IRON AND STEEL,430
BARBADOS,BRB,L3 - IRON AND STEEL,4
BELGIUM,BEL,L3 - IRON AND STEEL,1377
BELIZE,BLZ,L3 - IRON AND STEEL,1
BERMUDA,BMU,L3 - IRON AND STEEL,0
BHUTAN,BTN,L3 - IRON AND STEEL,38
BRAZIL,BRA,L3 - IRON AND STEEL,183
BULGARIA,BGR,L3 - IRON AND STEEL,54
CANADA,CAN,L3 - IRON AND STEEL,163
CAPE VERDE IS,CPV,L3 - IRON AND STEEL,1
CHINA P RP,CHN,L3 - IRON AND STEEL,1379
COLOMBIA,COL,L3 - IRON AND STEEL,34
COMOROS,COM,L3 - IRON AND STEEL,1
COSTA RICA,CRI,L3 - IRON AND STEEL,3
CYPRUS,CYP,L3 - IRON AND STEEL,2
DENMARK,DNK,L3 - IRON AND STEEL,43
DJIBOUTI,DJI,L3 - IRON AND STEEL,22
DOMINIC REP,DMA,L3 - IRON AND STEEL,19
ECUADOR,ECU,L3 - IRON AND STEEL,28
EGYPT A RP,EGY,L3 - IRON AND STEEL,441
EL SALVADOR,SLV,L3 - IRON AND STEEL,4
EQUTL GUINEA,GNQ,L3 - IRON AND STEEL,1
ESTONIA,EST,L3 - IRON AND STEEL,2
ETHIOPIA,ETH,L3 - IRON AND STEEL,16
FINLAND,FIN,L3 - IRON AND STEEL,13
GERMANY,DEU,L3 - IRON AND STEEL,246
GREECE,GRC,L3 - IRON AND STEEL,78
GRENADA,GRD,L3 - IRON AND STEEL,0
GUATEMALA,GTM,L3 - IRON AND STEEL,27
GUINEA,GIN,L3 - IRON AND STEEL,12
GUINEA BISSAU,GNB,L3 - IRON AND STEEL,0
GUYANA,GUY,L3 - IRON AND STEEL,13
HONDURAS,HND,L3 - IRON AND STEEL,7
HONG KONG,HKG,L3 - IRON AND STEEL,377
ICELAND,ISL,L3 - IRON AND STEEL,4
INDONESIA,IDN,L3 - IRON AND STEEL,611
IRELAND,IRL,L3 - IRON AND STEEL,16
ISRAEL,ISR,L3 - IRON AND STEEL,56
ITALY,ITA,L3 - IRON AND STEEL,1952
JAMAICA,JAM,L3 - IRON AND STEEL,11
JAPAN,JPN,L3 - IRON AND STEEL,328
JORDAN,JOR,L3 - IRON AND STEEL,36
KENYA,KEN,L3 - IRON AND STEEL,232
KOREA RP,KOR,L3 - IRON AND STEEL,569
KUWAIT,KWT,L3 - IRON AND STEEL,41
LATVIA,LVA,L3 - IRON AND STEEL,17
LIBYA,LBY,L3 - IRON AND STEEL,7
LITHUANIA,LTU,L3 - IRON AND STEEL,7
MACEDONIA,MKD,L3 - IRON AND STEEL,4
MALAYSIA,MYS,L3 - IRON AND STEEL,204
MALDIVES,MDV,L3 - IRON AND STEEL,12
MEXICO,MEX,L3 - IRON AND STEEL,220
MONTENEGRO,MNE,L3 - IRON AND STEEL,2
MYANMAR,MMR,L3 - IRON AND STEEL,18
NEPAL,NPL,L3 - IRON AND STEEL,1247
NETHERLAND,NLD,L3 - IRON AND STEEL,316
NEW CALEDONIA,NCL,L3 - IRON AND STEEL,1
NICARAGUA,NIC,L3 - IRON AND STEEL,4
OMAN,OMN,L3 - IRON AND STEEL,212
PARAGUAY,PRY,L3 - IRON AND STEEL,55
PERU,PER,L3 - IRON AND STEEL,65
PHILIPPINES,PHL,L3 - IRON AND STEEL,206
POLAND,POL,L3 - IRON AND STEEL,415
PORTUGAL,PRT,L3 - IRON AND STEEL,155
QATAR,QAT,L3 - IRON AND STEEL,94
REUNION,REU,L3 - IRON AND STEEL,2
ROMANIA,ROU,L3 - IRON AND STEEL,117
RUSSIA,RUS,L3 - IRON AND STEEL,239
SAO TOME,STP,L3 - IRON AND STEEL,0
SAUDI ARAB,SAU,L3 - IRON AND STEEL,241
SEYCHELLES,SYC,L3 - IRON AND STEEL,1
SINGAPORE,SGP,L3 - IRON AND STEEL,281
SLOVENIA,SVN,L3 - IRON AND STEEL,23
SOUTH AFRICA,ZAF,L3 - IRON AND STEEL,254
SPAIN,ESP,L3 - IRON AND STEEL,495
SRI LANKA DSR,LKA,L3 - IRON AND STEEL,381
ST LUCIA,LCA,L3 - IRON AND STEEL,1
SWEDEN,SWE,L3 - IRON AND STEEL,24
SWITZERLAND,CHE,L3 - IRON AND STEEL,211
TAIWAN,TWN,L3 - IRON AND STEEL,553
TANZANIA REP,TZA,L3 - IRON AND STEEL,52
THAILAND,THA,L3 - IRON AND STEEL,368
TRINIDAD,TTO,L3 - IRON AND STEEL,20
TUNISIA,TUN,L3 - IRON AND STEEL,49
TURKEY,TUR,L3 - IRON AND STEEL,1001
U ARAB EMTS,ARE,L3 - IRON AND STEEL,1466
UNITED KINGDOM,GBR,L3 - IRON AND STEEL,318
UKRAINE,UKR,L3 - IRON AND STEEL,24
URUGUAY,URY,L3 - IRON AND STEEL,23
VENEZUELA,VEN,L3 - IRON AND STEEL,9
VIETNAM SOC REP,VNM,L3 - IRON AND STEEL,1388
ZAMBIA,ZMB,L3 - IRON AND STEEL,5
AUSTRALIA,AUS,L4 - PRODUCTS OF IRON AND STEEL,186
AUSTRIA,AUT,L4 - PRODUCTS OF IRON AND STEEL,17
BAHARAIN IS,BHR,L4 - PRODUCTS OF IRON AND STEEL,26
BARBADOS,BRB,L4 - PRODUCTS OF IRON AND STEEL,0
BELGIUM,BEL,L4 - PRODUCTS OF IRON AND STEEL,173
BHUTAN,BTN,L4 - PRODUCTS OF IRON AND STEEL,22
BOLIVIA,BOL,L4 - PRODUCTS OF IRON AND STEEL,1
BOTSWANA,BWA,L4 - PRODUCTS OF IRON AND STEEL,1
BULGARIA,BGR,L4 - PRODUCTS OF IRON AND STEEL,6
BURKINA FASO,BFA,L4 - PRODUCTS OF IRON AND STEEL,7
C AFRI REP,CAF,L4 - PRODUCTS OF IRON AND STEEL,1
CANADA,CAN,L4 - PRODUCTS OF IRON AND STEEL,224
CONGO D. REP.,COG,L4 - PRODUCTS OF IRON AND STEEL,12
CONGO P REP,COD,L4 - PRODUCTS OF IRON AND STEEL,5
COTE D' IVOIRE,CIV,L4 - PRODUCTS OF IRON AND STEEL,18
CYPRUS,CYP,L4 - PRODUCTS OF IRON AND STEEL,4
CZECH REPUBLIC,CZE,L4 - PRODUCTS OF IRON AND STEEL,51
DENMARK,DNK,L4 - PRODUCTS OF IRON AND STEEL,37
ERITREA,ERI,L4 - PRODUCTS OF IRON AND STEEL,0
ESTONIA,EST,L4 - PRODUCTS OF IRON AND STEEL,5
ETHIOPIA,ETH,L4 - PRODUCTS OF IRON AND STEEL,13
FINLAND,FIN,L4 - PRODUCTS OF IRON AND STEEL,32
FR GUIANA,GUF,L4 - PRODUCTS OF IRON AND STEEL,1
FR POLYNESIA,PYF,L4 - PRODUCTS OF IRON AND STEEL,0
FRANCE,FRA,L4 - PRODUCTS OF IRON AND STEEL,140
GABON,GAB,L4 - PRODUCTS OF IRON AND STEEL,2
GEORGIA,GEO,L4 - PRODUCTS OF IRON AND STEEL,15
GERMANY,DEU,L4 - PRODUCTS OF IRON AND STEEL,415
GHANA,GHA,L4 - PRODUCTS OF IRON AND STEEL,55
GREECE,GRC,L4 - PRODUCTS OF IRON AND STEEL,15
GRENADA,GRD,L4 - PRODUCTS OF IRON AND STEEL,1
GUADELOUPE,GLP,L4 - PRODUCTS OF IRON AND STEEL,0
GUINEA BISSAU,GNB,L4 - PRODUCTS OF IRON AND STEEL,0
GUYANA,GUY,L4 - PRODUCTS OF IRON AND STEEL,1
HAITI,HTI,L4 - PRODUCTS OF IRON AND STEEL,2
HONDURAS,HND,L4 - PRODUCTS OF IRON AND STEEL,8
HUNGARY,HUN,L4 - PRODUCTS OF IRON AND STEEL,15
IRELAND,IRL,L4 - PRODUCTS OF IRON AND STEEL,32
ITALY,ITA,L4 - PRODUCTS OF IRON AND STEEL,242
KUWAIT,KWT,L4 - PRODUCTS OF IRON AND STEEL,36
LAO PD RP,LAO,L4 - PRODUCTS OF IRON AND STEEL,1
LATVIA,LVA,L4 - PRODUCTS OF IRON AND STEEL,3
LIBERIA,LBR,L4 - PRODUCTS OF IRON AND STEEL,4
LIECHTENSTEIN,LIE,L4 - PRODUCTS OF IRON AND STEEL,0
LUXEMBOURG,LUX,L4 - PRODUCTS OF IRON AND STEEL,0
MALI,MLI,L4 - PRODUCTS OF IRON AND STEEL,9
MALTA,MLT,L4 - PRODUCTS OF IRON AND STEEL,3
MARTINIQUE,MTQ,L4 - PRODUCTS OF IRON AND STEEL,2
MAURITIUS,MUS,L4 - PRODUCTS OF IRON AND STEEL,27
MOZAMBIQUE,MOZ,L4 - PRODUCTS OF IRON AND STEEL,16
MYANMAR,MMR,L4 - PRODUCTS OF IRON AND STEEL,12
NAMIBIA,NAM,L4 - PRODUCTS OF IRON AND STEEL,4
NETHERLAND,NLD,L4 - PRODUCTS OF IRON AND STEEL,269
NEW ZEALAND,NZL,L4 - PRODUCTS OF IRON AND STEEL,16
NIGER,NER,L4 - PRODUCTS OF IRON AND STEEL,1
NORWAY,NOR,L4 - PRODUCTS OF IRON AND STEEL,14
OMAN,OMN,L4 - PRODUCTS OF IRON AND STEEL,115
PAPUA N GNA,PNG,L4 - PRODUCTS OF IRON AND STEEL,5
POLAND,POL,L4 - PRODUCTS OF IRON AND STEEL,92
PUERTO RICO,PRI,L4 - PRODUCTS OF IRON AND STEEL,19
QATAR,QAT,L4 - PRODUCTS OF IRON AND STEEL,126
REUNION,REU,L4 - PRODUCTS OF IRON AND STEEL,4
ROMANIA,ROU,L4 - PRODUCTS OF IRON AND STEEL,20
SAN MARINO,SMR,L4 - PRODUCTS OF IRON AND STEEL,0
SAUDI ARAB,SAU,L4 - PRODUCTS OF IRON AND STEEL,184
SENEGAL,SEN,L4 - PRODUCTS OF IRON AND STEEL,22
SEYCHELLES,SYC,L4 - PRODUCTS OF IRON AND STEEL,3
SPAIN,ESP,L4 - PRODUCTS OF IRON AND STEEL,144
ST LUCIA,LCA,L4 - PRODUCTS OF IRON AND STEEL,0
SWEDEN,SWE,L4 - PRODUCTS OF IRON AND STEEL,47
TAJIKISTAN,TJK,L4 - PRODUCTS OF IRON AND STEEL,1
TANZANIA REP,TZA,L4 - PRODUCTS OF IRON AND STEEL,55
TOGO,TGO,L4 - PRODUCTS OF IRON AND STEEL,16
TRINIDAD,TTO,L4 - PRODUCTS OF IRON AND STEEL,5
TURKMENISTAN,TKM,L4 - PRODUCTS OF IRON AND STEEL,1
UNITED KINGDOM,GBR,L4 - PRODUCTS OF IRON AND STEEL,387
UNITED STATES OF AMERICA,USA,L4 - PRODUCTS OF IRON AND STEEL,2360
UGANDA,UGA,L4 - PRODUCTS OF IRON AND STEEL,14
ZAMBIA,ZMB,L4 - PRODUCTS OF IRON AND STEEL,6
BENIN,BEN,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",4
BRAZIL,BRA,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",199
BULGARIA,BGR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",19
CHINA P RP,CHN,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",1227
CONGO P REP,COD,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",4
CROATIA,HRV,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",290
ECUADOR,ECU,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",15
GABON,GAB,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",4
GEORGIA,GEO,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",14
GREECE,GRC,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",370
HONDURAS,HND,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",10
ISRAEL,ISR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",83
ITALY,ITA,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",442
JAPAN,JPN,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",292
KOREA RP,KOR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",1369
MALAYSIA,MYS,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",173
MAYOTTE,MYT,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",0
MEXICO,MEX,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",391
MOROCCO,MAR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",24
MOZAMBIQUE,MOZ,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",19
NAMIBIA,NAM,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",4
NETHERLAND,NLD,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",348
PARAGUAY,PRY,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",9
SERBIA,SRB,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",2
SPAIN,ESP,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",224
TAIWAN,TWN,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",202
THAILAND,THA,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",164
TOGO,TGO,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",9
TURKEY,TUR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",891
TURKMENISTAN,TKM,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",9
VIETNAM SOC REP,VNM,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",248
VIRGIN IS US,VIR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",0
CHINA P RP,CHN,L6 - COPPER AND PRDCTS MADE OF COPR,1110
QATAR,QAT,L6 - COPPER AND PRDCTS MADE OF COPR,90
ZAMBIA,ZMB,L6 - COPPER AND PRDCTS MADE OF COPR,6
KOREA RP,KOR,L7 - LEAD AND PRODUCTS MADE OF LED,283
SINGAPORE,SGP,M1 - ZINC AND PRODUCTS MADE OF ZINC,118
TAIWAN,TWN,M1 - ZINC AND PRODUCTS MADE OF ZINC,154
ESTONIA,EST,M2 - OTH NON FEROUS METAL AND PRODC,2
ALGERIA,DZA,M3 - AUTO COMPONENTS/PARTS,18
AUSTRIA,AUT,M3 - AUTO COMPONENTS/PARTS,18
BARBADOS,BRB,M3 - AUTO COMPONENTS/PARTS,0
BERMUDA,BMU,M3 - AUTO COMPONENTS/PARTS,0
BRAZIL,BRA,M3 - AUTO COMPONENTS/PARTS,273
BURUNDI,BDI,M3 - AUTO COMPONENTS/PARTS,2
CANADA,CAN,M3 - AUTO COMPONENTS/PARTS,82
CHILE,CHL,M3 - AUTO COMPONENTS/PARTS,21
COLOMBIA,COL,M3 - AUTO COMPONENTS/PARTS,46
CZECH REPUBLIC,CZE,M3 - AUTO COMPONENTS/PARTS,50
ECUADOR,ECU,M3 - AUTO COMPONENTS/PARTS,14
EGYPT A RP,EGY,M3 - AUTO COMPONENTS/PARTS,88
GERMANY,DEU,M3 - AUTO COMPONENTS/PARTS,325
GUATEMALA,GTM,M3 - AUTO COMPONENTS/PARTS,12
GUINEA,GIN,M3 - AUTO COMPONENTS/PARTS,8
HUNGARY,HUN,M3 - AUTO COMPONENTS/PARTS,22
ITALY,ITA,M3 - AUTO COMPONENTS/PARTS,209
KOREA DP RP,PRK,M3 - AUTO COMPONENTS/PARTS,0
LATVIA,LVA,M3 - AUTO COMPONENTS/PARTS,3
LIECHTENSTEIN,LIE,M3 - AUTO COMPONENTS/PARTS,0
MEXICO,MEX,M3 - AUTO COMPONENTS/PARTS,292
MOROCCO,MAR,M3 - AUTO COMPONENTS/PARTS,16
PERU,PER,M3 - AUTO COMPONENTS/PARTS,19
PHILIPPINES,PHL,M3 - AUTO COMPONENTS/PARTS,60
ROMANIA,ROU,M3 - AUTO COMPONENTS/PARTS,39
RUSSIA,RUS,M3 - AUTO COMPONENTS/PARTS,106
SLOVAK REP,SVK,M3 - AUTO COMPONENTS/PARTS,17
SLOVENIA,SVN,M3 - AUTO COMPONENTS/PARTS,28
SOMALIA,SOM,M3 - AUTO COMPONENTS/PARTS,9
SOUTH AFRICA,ZAF,M3 - AUTO COMPONENTS/PARTS,75
SPAIN,ESP,M3 - AUTO COMPONENTS/PARTS,131
SUDAN,SDN,M3 - AUTO COMPONENTS/PARTS,14
SWEDEN,SWE,M3 - AUTO COMPONENTS/PARTS,57
THAILAND,THA,M3 - AUTO COMPONENTS/PARTS,195
TURKEY,TUR,M3 - AUTO COMPONENTS/PARTS,319
UNITED STATES OF AMERICA,USA,M3 - AUTO COMPONENTS/PARTS,1509
UZBEKISTAN,UZB,M3 - AUTO COMPONENTS/PARTS,7
VIETNAM SOC REP,VNM,M3 - AUTO COMPONENTS/PARTS,219
LEBANON,LBN,M5 - ACCUMULATORS AND BATTERIES,43
VIRGIN IS US,VIR,"M6 - HND TOOL, CTTNG TOOL OF METALS",0
BOTSWANA,BWA,M7 - MACHINE TOOLS,2
ANGUILLA,AIA,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
ARUBA,ABW,M8 - MEDICAL AND SCIENTIFIC INSTRUM,1
BAHAMAS,BHS,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
BOSNIA-HRZGOVIN,BIH,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
CAYMAN IS,CYM,M8 - MEDICAL AND SCIENTIFIC INSTRUM,1
COSTA RICA,CRI,M8 - MEDICAL AND SCIENTIFIC INSTRUM,7
CUBA,CUB,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
ERITREA,ERI,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
GEORGIA,GEO,M8 - MEDICAL AND SCIENTIFIC INSTRUM,3
GIBRALTAR,GIB,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
